wave	repo	prefix	group	source	target	source_sha256	target_sha256	status
3	/home/architit/work/Roaudter-agent	ROAUDTER_AGENT/Roaudter-agent	policies	/home/architit/work/Roaudter-agent/memory/POLICIES_LIST_2026-02-17.txt	/home/architit/work/Roaudter-agent/ROAUDTER_AGENT/Roaudter-agent/policies/POLICIES_LIST_2026-02-17.txt	ff49202b09cd139c8670f200670c6ecac6e4392e81a9433f17925b9cc9c13c85	ff49202b09cd139c8670f200670c6ecac6e4392e81a9433f17925b9cc9c13c85	OK
3	/home/architit/work/Roaudter-agent	ROAUDTER_AGENT/Roaudter-agent	atlas	/home/architit/work/Roaudter-agent/memory/ATLAS_LIST_2026-02-17.txt	/home/architit/work/Roaudter-agent/ROAUDTER_AGENT/Roaudter-agent/atlas/ATLAS_LIST_2026-02-17.txt	fe79ab3032971ad48fc2cfeb8d7e51f13ef8196f8152c29efb3c2e3c7941b821	fe79ab3032971ad48fc2cfeb8d7e51f13ef8196f8152c29efb3c2e3c7941b821	OK
3	/home/architit/work/Roaudter-agent	ROAUDTER_AGENT/Roaudter-agent	maps	/home/architit/work/Roaudter-agent/memory/MAPS_LIST_2026-02-17.txt	/home/architit/work/Roaudter-agent/ROAUDTER_AGENT/Roaudter-agent/maps/MAPS_LIST_2026-02-17.txt	d767d660f5a09f9b60fbfc98c4271f735509845725b6f3408fc5209447e5c37f	d767d660f5a09f9b60fbfc98c4271f735509845725b6f3408fc5209447e5c37f	OK
3	/home/architit/work/Roaudter-agent	ROAUDTER_AGENT/Roaudter-agent	chronologs	/home/architit/work/Roaudter-agent/memory/CHRONOLOGS_LIST_2026-02-17.txt	/home/architit/work/Roaudter-agent/ROAUDTER_AGENT/Roaudter-agent/chronologs/CHRONOLOGS_LIST_2026-02-17.txt	879e0f7f650ec067d33d4a2927e38d1a265ea3943d55c88aeaa7c3a8abcc2547	879e0f7f650ec067d33d4a2927e38d1a265ea3943d55c88aeaa7c3a8abcc2547	OK
3	/home/architit/work/Roaudter-agent	ROAUDTER_AGENT/Roaudter-agent	logs	/home/architit/work/Roaudter-agent/memory/LOGS_LIST_2026-02-17.txt	/home/architit/work/Roaudter-agent/ROAUDTER_AGENT/Roaudter-agent/logs/LOGS_LIST_2026-02-17.txt	cd5eeefe9c49d1a1eda439994deb34bb1a666d0a26c54641be4db2271291ca8d	cd5eeefe9c49d1a1eda439994deb34bb1a666d0a26c54641be4db2271291ca8d	OK
3	/home/architit/work/Roaudter-agent	ROAUDTER_AGENT/Roaudter-agent	journals	/home/architit/work/Roaudter-agent/memory/JOURNALS_LIST_2026-02-17.txt	/home/architit/work/Roaudter-agent/ROAUDTER_AGENT/Roaudter-agent/journals/JOURNALS_LIST_2026-02-17.txt	acd1b3c65389920861ea700469809524e5f3c45c6de2835044b0e3d46c387e63	acd1b3c65389920861ea700469809524e5f3c45c6de2835044b0e3d46c387e63	OK
3	/home/architit/work/Roaudter-agent	ROAUDTER_AGENT/Roaudter-agent	matrices	/home/architit/work/Roaudter-agent/memory/MATRICES_LIST_2026-02-17.txt	/home/architit/work/Roaudter-agent/ROAUDTER_AGENT/Roaudter-agent/matrices/MATRICES_LIST_2026-02-17.txt	ede03169eee10a1643f30485cc33b0020a27e5357e3877ace2a79e393d598b81	ede03169eee10a1643f30485cc33b0020a27e5357e3877ace2a79e393d598b81	OK
3	/home/architit/work/System-	SYSTEM_/System-	protocols	/home/architit/work/System-/memory/PROTOCOLS_LIST_2026-02-17.txt	/home/architit/work/System-/SYSTEM_/System-/protocols/PROTOCOLS_LIST_2026-02-17.txt	ac5253b7b951b9f797a09a914f4a16e5163a74ec8612d70e41255c5068f88afd	ac5253b7b951b9f797a09a914f4a16e5163a74ec8612d70e41255c5068f88afd	OK
3	/home/architit/work/System-	SYSTEM_/System-	contracts	/home/architit/work/System-/memory/CONTRACTS_LIST_2026-02-17.txt	/home/architit/work/System-/SYSTEM_/System-/contracts/CONTRACTS_LIST_2026-02-17.txt	f778e7cc7f04a4477925cd84699f7d358cd23a8832590aa7c0470ad75a1f5c71	f778e7cc7f04a4477925cd84699f7d358cd23a8832590aa7c0470ad75a1f5c71	OK
3	/home/architit/work/System-	SYSTEM_/System-	policies	/home/architit/work/System-/memory/POLICIES_LIST_2026-02-17.txt	/home/architit/work/System-/SYSTEM_/System-/policies/POLICIES_LIST_2026-02-17.txt	ff49202b09cd139c8670f200670c6ecac6e4392e81a9433f17925b9cc9c13c85	ff49202b09cd139c8670f200670c6ecac6e4392e81a9433f17925b9cc9c13c85	OK
3	/home/architit/work/System-	SYSTEM_/System-	atlas	/home/architit/work/System-/memory/ATLAS_LIST_2026-02-17.txt	/home/architit/work/System-/SYSTEM_/System-/atlas/ATLAS_LIST_2026-02-17.txt	fe79ab3032971ad48fc2cfeb8d7e51f13ef8196f8152c29efb3c2e3c7941b821	fe79ab3032971ad48fc2cfeb8d7e51f13ef8196f8152c29efb3c2e3c7941b821	OK
3	/home/architit/work/System-	SYSTEM_/System-	maps	/home/architit/work/System-/memory/MAPS_LIST_2026-02-17.txt	/home/architit/work/System-/SYSTEM_/System-/maps/MAPS_LIST_2026-02-17.txt	d767d660f5a09f9b60fbfc98c4271f735509845725b6f3408fc5209447e5c37f	d767d660f5a09f9b60fbfc98c4271f735509845725b6f3408fc5209447e5c37f	OK
3	/home/architit/work/System-	SYSTEM_/System-	chronologs	/home/architit/work/System-/memory/CHRONOLOGS_LIST_2026-02-17.txt	/home/architit/work/System-/SYSTEM_/System-/chronologs/CHRONOLOGS_LIST_2026-02-17.txt	879e0f7f650ec067d33d4a2927e38d1a265ea3943d55c88aeaa7c3a8abcc2547	879e0f7f650ec067d33d4a2927e38d1a265ea3943d55c88aeaa7c3a8abcc2547	OK
3	/home/architit/work/System-	SYSTEM_/System-	logs	/home/architit/work/System-/memory/LOGS_LIST_2026-02-17.txt	/home/architit/work/System-/SYSTEM_/System-/logs/LOGS_LIST_2026-02-17.txt	cd5eeefe9c49d1a1eda439994deb34bb1a666d0a26c54641be4db2271291ca8d	cd5eeefe9c49d1a1eda439994deb34bb1a666d0a26c54641be4db2271291ca8d	OK
3	/home/architit/work/System-	SYSTEM_/System-	journals	/home/architit/work/System-/memory/JOURNALS_LIST_2026-02-17.txt	/home/architit/work/System-/SYSTEM_/System-/journals/JOURNALS_LIST_2026-02-17.txt	acd1b3c65389920861ea700469809524e5f3c45c6de2835044b0e3d46c387e63	acd1b3c65389920861ea700469809524e5f3c45c6de2835044b0e3d46c387e63	OK
3	/home/architit/work/System-	SYSTEM_/System-	matrices	/home/architit/work/System-/memory/MATRICES_LIST_2026-02-17.txt	/home/architit/work/System-/SYSTEM_/System-/matrices/MATRICES_LIST_2026-02-17.txt	ede03169eee10a1643f30485cc33b0020a27e5357e3877ace2a79e393d598b81	ede03169eee10a1643f30485cc33b0020a27e5357e3877ace2a79e393d598b81	OK
3	/home/architit/work/TRIANIUMA_DATA_BASE	TRIANIUMA_DATA_BASE/TRIANIUMA_DATA_BASE	protocols	/home/architit/work/TRIANIUMA_DATA_BASE/memory/PROTOCOLS_LIST_2026-02-17.txt	/home/architit/work/TRIANIUMA_DATA_BASE/TRIANIUMA_DATA_BASE/TRIANIUMA_DATA_BASE/protocols/PROTOCOLS_LIST_2026-02-17.txt	ac5253b7b951b9f797a09a914f4a16e5163a74ec8612d70e41255c5068f88afd	ac5253b7b951b9f797a09a914f4a16e5163a74ec8612d70e41255c5068f88afd	OK
3	/home/architit/work/TRIANIUMA_DATA_BASE	TRIANIUMA_DATA_BASE/TRIANIUMA_DATA_BASE	contracts	/home/architit/work/TRIANIUMA_DATA_BASE/memory/CONTRACTS_LIST_2026-02-17.txt	/home/architit/work/TRIANIUMA_DATA_BASE/TRIANIUMA_DATA_BASE/TRIANIUMA_DATA_BASE/contracts/CONTRACTS_LIST_2026-02-17.txt	f778e7cc7f04a4477925cd84699f7d358cd23a8832590aa7c0470ad75a1f5c71	f778e7cc7f04a4477925cd84699f7d358cd23a8832590aa7c0470ad75a1f5c71	OK
3	/home/architit/work/TRIANIUMA_DATA_BASE	TRIANIUMA_DATA_BASE/TRIANIUMA_DATA_BASE	policies	/home/architit/work/TRIANIUMA_DATA_BASE/memory/POLICIES_LIST_2026-02-17.txt	/home/architit/work/TRIANIUMA_DATA_BASE/TRIANIUMA_DATA_BASE/TRIANIUMA_DATA_BASE/policies/POLICIES_LIST_2026-02-17.txt	ff49202b09cd139c8670f200670c6ecac6e4392e81a9433f17925b9cc9c13c85	ff49202b09cd139c8670f200670c6ecac6e4392e81a9433f17925b9cc9c13c85	OK
3	/home/architit/work/TRIANIUMA_DATA_BASE	TRIANIUMA_DATA_BASE/TRIANIUMA_DATA_BASE	atlas	/home/architit/work/TRIANIUMA_DATA_BASE/memory/ATLAS_LIST_2026-02-17.txt	/home/architit/work/TRIANIUMA_DATA_BASE/TRIANIUMA_DATA_BASE/TRIANIUMA_DATA_BASE/atlas/ATLAS_LIST_2026-02-17.txt	fe79ab3032971ad48fc2cfeb8d7e51f13ef8196f8152c29efb3c2e3c7941b821	fe79ab3032971ad48fc2cfeb8d7e51f13ef8196f8152c29efb3c2e3c7941b821	OK
3	/home/architit/work/TRIANIUMA_DATA_BASE	TRIANIUMA_DATA_BASE/TRIANIUMA_DATA_BASE	maps	/home/architit/work/TRIANIUMA_DATA_BASE/memory/MAPS_LIST_2026-02-17.txt	/home/architit/work/TRIANIUMA_DATA_BASE/TRIANIUMA_DATA_BASE/TRIANIUMA_DATA_BASE/maps/MAPS_LIST_2026-02-17.txt	d767d660f5a09f9b60fbfc98c4271f735509845725b6f3408fc5209447e5c37f	d767d660f5a09f9b60fbfc98c4271f735509845725b6f3408fc5209447e5c37f	OK
3	/home/architit/work/TRIANIUMA_DATA_BASE	TRIANIUMA_DATA_BASE/TRIANIUMA_DATA_BASE	chronologs	/home/architit/work/TRIANIUMA_DATA_BASE/memory/CHRONOLOGS_LIST_2026-02-17.txt	/home/architit/work/TRIANIUMA_DATA_BASE/TRIANIUMA_DATA_BASE/TRIANIUMA_DATA_BASE/chronologs/CHRONOLOGS_LIST_2026-02-17.txt	879e0f7f650ec067d33d4a2927e38d1a265ea3943d55c88aeaa7c3a8abcc2547	879e0f7f650ec067d33d4a2927e38d1a265ea3943d55c88aeaa7c3a8abcc2547	OK
3	/home/architit/work/TRIANIUMA_DATA_BASE	TRIANIUMA_DATA_BASE/TRIANIUMA_DATA_BASE	logs	/home/architit/work/TRIANIUMA_DATA_BASE/memory/LOGS_LIST_2026-02-17.txt	/home/architit/work/TRIANIUMA_DATA_BASE/TRIANIUMA_DATA_BASE/TRIANIUMA_DATA_BASE/logs/LOGS_LIST_2026-02-17.txt	cd5eeefe9c49d1a1eda439994deb34bb1a666d0a26c54641be4db2271291ca8d	cd5eeefe9c49d1a1eda439994deb34bb1a666d0a26c54641be4db2271291ca8d	OK
3	/home/architit/work/TRIANIUMA_DATA_BASE	TRIANIUMA_DATA_BASE/TRIANIUMA_DATA_BASE	journals	/home/architit/work/TRIANIUMA_DATA_BASE/memory/JOURNALS_LIST_2026-02-17.txt	/home/architit/work/TRIANIUMA_DATA_BASE/TRIANIUMA_DATA_BASE/TRIANIUMA_DATA_BASE/journals/JOURNALS_LIST_2026-02-17.txt	acd1b3c65389920861ea700469809524e5f3c45c6de2835044b0e3d46c387e63	acd1b3c65389920861ea700469809524e5f3c45c6de2835044b0e3d46c387e63	OK
3	/home/architit/work/TRIANIUMA_DATA_BASE	TRIANIUMA_DATA_BASE/TRIANIUMA_DATA_BASE	matrices	/home/architit/work/TRIANIUMA_DATA_BASE/memory/MATRICES_LIST_2026-02-17.txt	/home/architit/work/TRIANIUMA_DATA_BASE/TRIANIUMA_DATA_BASE/TRIANIUMA_DATA_BASE/matrices/MATRICES_LIST_2026-02-17.txt	ede03169eee10a1643f30485cc33b0020a27e5357e3877ace2a79e393d598b81	ede03169eee10a1643f30485cc33b0020a27e5357e3877ace2a79e393d598b81	OK
4	/home/architit/work/Trianiuma	TRIANIUMA/Trianiuma	protocols	/home/architit/work/Trianiuma/memory/PROTOCOLS_LIST_2026-02-17.txt	/home/architit/work/Trianiuma/TRIANIUMA/Trianiuma/protocols/PROTOCOLS_LIST_2026-02-17.txt	ac5253b7b951b9f797a09a914f4a16e5163a74ec8612d70e41255c5068f88afd	ac5253b7b951b9f797a09a914f4a16e5163a74ec8612d70e41255c5068f88afd	OK
4	/home/architit/work/Trianiuma	TRIANIUMA/Trianiuma	contracts	/home/architit/work/Trianiuma/memory/CONTRACTS_LIST_2026-02-17.txt	/home/architit/work/Trianiuma/TRIANIUMA/Trianiuma/contracts/CONTRACTS_LIST_2026-02-17.txt	f778e7cc7f04a4477925cd84699f7d358cd23a8832590aa7c0470ad75a1f5c71	f778e7cc7f04a4477925cd84699f7d358cd23a8832590aa7c0470ad75a1f5c71	OK
4	/home/architit/work/Trianiuma	TRIANIUMA/Trianiuma	policies	/home/architit/work/Trianiuma/memory/POLICIES_LIST_2026-02-17.txt	/home/architit/work/Trianiuma/TRIANIUMA/Trianiuma/policies/POLICIES_LIST_2026-02-17.txt	ff49202b09cd139c8670f200670c6ecac6e4392e81a9433f17925b9cc9c13c85	ff49202b09cd139c8670f200670c6ecac6e4392e81a9433f17925b9cc9c13c85	OK
4	/home/architit/work/Trianiuma	TRIANIUMA/Trianiuma	atlas	/home/architit/work/Trianiuma/memory/ATLAS_LIST_2026-02-17.txt	/home/architit/work/Trianiuma/TRIANIUMA/Trianiuma/atlas/ATLAS_LIST_2026-02-17.txt	fe79ab3032971ad48fc2cfeb8d7e51f13ef8196f8152c29efb3c2e3c7941b821	fe79ab3032971ad48fc2cfeb8d7e51f13ef8196f8152c29efb3c2e3c7941b821	OK
4	/home/architit/work/Trianiuma	TRIANIUMA/Trianiuma	maps	/home/architit/work/Trianiuma/memory/MAPS_LIST_2026-02-17.txt	/home/architit/work/Trianiuma/TRIANIUMA/Trianiuma/maps/MAPS_LIST_2026-02-17.txt	d767d660f5a09f9b60fbfc98c4271f735509845725b6f3408fc5209447e5c37f	d767d660f5a09f9b60fbfc98c4271f735509845725b6f3408fc5209447e5c37f	OK
4	/home/architit/work/Trianiuma	TRIANIUMA/Trianiuma	chronologs	/home/architit/work/Trianiuma/memory/CHRONOLOGS_LIST_2026-02-17.txt	/home/architit/work/Trianiuma/TRIANIUMA/Trianiuma/chronologs/CHRONOLOGS_LIST_2026-02-17.txt	879e0f7f650ec067d33d4a2927e38d1a265ea3943d55c88aeaa7c3a8abcc2547	879e0f7f650ec067d33d4a2927e38d1a265ea3943d55c88aeaa7c3a8abcc2547	OK
4	/home/architit/work/Trianiuma	TRIANIUMA/Trianiuma	logs	/home/architit/work/Trianiuma/memory/LOGS_LIST_2026-02-17.txt	/home/architit/work/Trianiuma/TRIANIUMA/Trianiuma/logs/LOGS_LIST_2026-02-17.txt	cd5eeefe9c49d1a1eda439994deb34bb1a666d0a26c54641be4db2271291ca8d	cd5eeefe9c49d1a1eda439994deb34bb1a666d0a26c54641be4db2271291ca8d	OK
4	/home/architit/work/Trianiuma	TRIANIUMA/Trianiuma	journals	/home/architit/work/Trianiuma/memory/JOURNALS_LIST_2026-02-17.txt	/home/architit/work/Trianiuma/TRIANIUMA/Trianiuma/journals/JOURNALS_LIST_2026-02-17.txt	acd1b3c65389920861ea700469809524e5f3c45c6de2835044b0e3d46c387e63	acd1b3c65389920861ea700469809524e5f3c45c6de2835044b0e3d46c387e63	OK
4	/home/architit/work/Trianiuma	TRIANIUMA/Trianiuma	matrices	/home/architit/work/Trianiuma/memory/MATRICES_LIST_2026-02-17.txt	/home/architit/work/Trianiuma/TRIANIUMA/Trianiuma/matrices/MATRICES_LIST_2026-02-17.txt	ede03169eee10a1643f30485cc33b0020a27e5357e3877ace2a79e393d598b81	ede03169eee10a1643f30485cc33b0020a27e5357e3877ace2a79e393d598b81	OK
4	/home/architit/work/Trianiuma_MEM_CORE	TRIANIUMA_MEM_CORE/Trianiuma_MEM_CORE	protocols	/home/architit/work/Trianiuma_MEM_CORE/memory/PROTOCOLS_LIST_2026-02-17.txt	/home/architit/work/Trianiuma_MEM_CORE/TRIANIUMA_MEM_CORE/Trianiuma_MEM_CORE/protocols/PROTOCOLS_LIST_2026-02-17.txt	ac5253b7b951b9f797a09a914f4a16e5163a74ec8612d70e41255c5068f88afd	ac5253b7b951b9f797a09a914f4a16e5163a74ec8612d70e41255c5068f88afd	OK
4	/home/architit/work/Trianiuma_MEM_CORE	TRIANIUMA_MEM_CORE/Trianiuma_MEM_CORE	contracts	/home/architit/work/Trianiuma_MEM_CORE/memory/CONTRACTS_LIST_2026-02-17.txt	/home/architit/work/Trianiuma_MEM_CORE/TRIANIUMA_MEM_CORE/Trianiuma_MEM_CORE/contracts/CONTRACTS_LIST_2026-02-17.txt	f778e7cc7f04a4477925cd84699f7d358cd23a8832590aa7c0470ad75a1f5c71	f778e7cc7f04a4477925cd84699f7d358cd23a8832590aa7c0470ad75a1f5c71	OK
4	/home/architit/work/Trianiuma_MEM_CORE	TRIANIUMA_MEM_CORE/Trianiuma_MEM_CORE	policies	/home/architit/work/Trianiuma_MEM_CORE/memory/POLICIES_LIST_2026-02-17.txt	/home/architit/work/Trianiuma_MEM_CORE/TRIANIUMA_MEM_CORE/Trianiuma_MEM_CORE/policies/POLICIES_LIST_2026-02-17.txt	ff49202b09cd139c8670f200670c6ecac6e4392e81a9433f17925b9cc9c13c85	ff49202b09cd139c8670f200670c6ecac6e4392e81a9433f17925b9cc9c13c85	OK
4	/home/architit/work/Trianiuma_MEM_CORE	TRIANIUMA_MEM_CORE/Trianiuma_MEM_CORE	atlas	/home/architit/work/Trianiuma_MEM_CORE/memory/ATLAS_LIST_2026-02-17.txt	/home/architit/work/Trianiuma_MEM_CORE/TRIANIUMA_MEM_CORE/Trianiuma_MEM_CORE/atlas/ATLAS_LIST_2026-02-17.txt	fe79ab3032971ad48fc2cfeb8d7e51f13ef8196f8152c29efb3c2e3c7941b821	fe79ab3032971ad48fc2cfeb8d7e51f13ef8196f8152c29efb3c2e3c7941b821	OK
4	/home/architit/work/Trianiuma_MEM_CORE	TRIANIUMA_MEM_CORE/Trianiuma_MEM_CORE	maps	/home/architit/work/Trianiuma_MEM_CORE/memory/MAPS_LIST_2026-02-17.txt	/home/architit/work/Trianiuma_MEM_CORE/TRIANIUMA_MEM_CORE/Trianiuma_MEM_CORE/maps/MAPS_LIST_2026-02-17.txt	d767d660f5a09f9b60fbfc98c4271f735509845725b6f3408fc5209447e5c37f	d767d660f5a09f9b60fbfc98c4271f735509845725b6f3408fc5209447e5c37f	OK
4	/home/architit/work/Trianiuma_MEM_CORE	TRIANIUMA_MEM_CORE/Trianiuma_MEM_CORE	chronologs	/home/architit/work/Trianiuma_MEM_CORE/memory/CHRONOLOGS_LIST_2026-02-17.txt	/home/architit/work/Trianiuma_MEM_CORE/TRIANIUMA_MEM_CORE/Trianiuma_MEM_CORE/chronologs/CHRONOLOGS_LIST_2026-02-17.txt	879e0f7f650ec067d33d4a2927e38d1a265ea3943d55c88aeaa7c3a8abcc2547	879e0f7f650ec067d33d4a2927e38d1a265ea3943d55c88aeaa7c3a8abcc2547	OK
4	/home/architit/work/Trianiuma_MEM_CORE	TRIANIUMA_MEM_CORE/Trianiuma_MEM_CORE	logs	/home/architit/work/Trianiuma_MEM_CORE/memory/LOGS_LIST_2026-02-17.txt	/home/architit/work/Trianiuma_MEM_CORE/TRIANIUMA_MEM_CORE/Trianiuma_MEM_CORE/logs/LOGS_LIST_2026-02-17.txt	cd5eeefe9c49d1a1eda439994deb34bb1a666d0a26c54641be4db2271291ca8d	cd5eeefe9c49d1a1eda439994deb34bb1a666d0a26c54641be4db2271291ca8d	OK
4	/home/architit/work/Trianiuma_MEM_CORE	TRIANIUMA_MEM_CORE/Trianiuma_MEM_CORE	journals	/home/architit/work/Trianiuma_MEM_CORE/memory/JOURNALS_LIST_2026-02-17.txt	/home/architit/work/Trianiuma_MEM_CORE/TRIANIUMA_MEM_CORE/Trianiuma_MEM_CORE/journals/JOURNALS_LIST_2026-02-17.txt	acd1b3c65389920861ea700469809524e5f3c45c6de2835044b0e3d46c387e63	acd1b3c65389920861ea700469809524e5f3c45c6de2835044b0e3d46c387e63	OK
4	/home/architit/work/Trianiuma_MEM_CORE	TRIANIUMA_MEM_CORE/Trianiuma_MEM_CORE	matrices	/home/architit/work/Trianiuma_MEM_CORE/memory/MATRICES_LIST_2026-02-17.txt	/home/architit/work/Trianiuma_MEM_CORE/TRIANIUMA_MEM_CORE/Trianiuma_MEM_CORE/matrices/MATRICES_LIST_2026-02-17.txt	ede03169eee10a1643f30485cc33b0020a27e5357e3877ace2a79e393d598b81	ede03169eee10a1643f30485cc33b0020a27e5357e3877ace2a79e393d598b81	OK
